episodeid	eventId	year	monthname	beginyearmonth	beginday	begintime	begindatetime	endyearmonth	endday	endtime	enddatetime	eventtype	eventcat	state	county	totalinjuries	totaldeaths	totaldamage	magnitude	magnitudetype	category	fscale
1193710	5461442	2005	July	200507	25	1715	7/25/05 17:15	200507	25	1715	7/25/05 17:15	Thunderstorm Wind	Wind	WEST VIRGINIA	CABELL	0	1	0	50	EG		
1195034	5463823	2005	July	200507	2	1850	7/2/05 18:50	200507	2	1850	7/2/05 18:50	Thunderstorm Wind	Wind	SOUTH DAKOTA	BUTTE	0	0	1000	75	EG		
1195034	5463808	2005	July	200507	2	1820	7/2/05 18:20	200507	2	1820	7/2/05 18:20	Thunderstorm Wind	Wind	SOUTH DAKOTA	BUTTE	0	0	5000	70	EG		
1194681	5463059	2005	July	200507	4	2050	7/4/05 20:50	200507	4	2055	7/4/05 20:55	Thunderstorm Wind	Wind	TEXAS	UPTON	0	0	2000	52	EG		
1195854	5466109	2005	July	200507	23	1255	7/23/05 12:55	200507	23	1255	7/23/05 12:55	Thunderstorm Wind	Wind	WISCONSIN	ADAMS	0	0	4000	60	EG		
1195209	5467459	2005	July	200507	23	1645	7/23/05 16:45	200507	23	1650	7/23/05 16:50	Thunderstorm Wind	Wind	MISSOURI	LACLEDE	1	0	0	70	EG		
1195854	5466099	2005	July	200507	23	1148	7/23/05 11:48	200507	23	1148	7/23/05 11:48	Thunderstorm Wind	Wind	WISCONSIN	CLARK	1	0	0	61	EG		
1195648	5467232	2005	July	200507	26	1620	7/26/05 16:20	200507	26	1620	7/26/05 16:20	Thunderstorm Wind	Wind	NEW YORK	CHAUTAUQUA	1	0	0	50	EG		
1195853	5465997	2005	July	200507	17	2325	7/17/05 23:25	200507	17	2325	7/17/05 23:25	Thunderstorm Wind	Wind	WISCONSIN	CLARK	0	0	2700	52	EG		
1195538	5466135	2005	July	200507	25	946	7/25/05 9:46	200507	25	953	7/25/05 9:53	Thunderstorm Wind	Wind	IOWA	MUSCATINE	0	0	3000	55	EG		
1195936	5466323	2005	July	200507	2	1700	7/2/05 17:00	200507	2	1700	7/2/05 17:00	Thunderstorm Wind	Wind	MISSISSIPPI	LINCOLN	1	0	0	50	EG		
1195854	5466000	2005	July	200507	23	1115	7/23/05 11:15	200507	23	1115	7/23/05 11:15	Thunderstorm Wind	Wind	WISCONSIN	TREMPEALEAU	0	0	5000	65	EG		
1195854	5466001	2005	July	200507	23	1118	7/23/05 11:18	200507	23	1118	7/23/05 11:18	Thunderstorm Wind	Wind	WISCONSIN	TREMPEALEAU	0	0	6000	61	EG		
1195686	5466376	2005	July	200507	2	1645	7/2/05 16:45	200507	2	1645	7/2/05 16:45	Thunderstorm Wind	Wind	COLORADO	LARIMER	4	2	0	50	EG		
1194684	5463142	2005	July	200507	6	1902	7/6/05 19:02	200507	6	1902	7/6/05 19:02	Thunderstorm Wind	Wind	NEW MEXICO	EDDY	0	0	4000	50	EG		
1195301	5467995	2005	July	200507	23	1800	7/23/05 18:00	200507	23	1800	7/23/05 18:00	Thunderstorm Wind	Wind	ARIZONA	PINAL	1	0	0	65	EG		
1194590	5463197	2005	July	200507	23	1010	7/23/05 10:10	200507	23	1010	7/23/05 10:10	Thunderstorm Wind	Wind	MINNESOTA	WASHINGTON	1	0	0	52	EG		
1194288	5464762	2005	July	200507	6	2208	7/6/05 22:08	200507	6	2208	7/6/05 22:08	Thunderstorm Wind	Wind	TEXAS	OLDHAM	0	0	20000	61	EG		
1195066	5463001	2005	July	200507	21	1700	7/21/05 17:00	200507	21	1700	7/21/05 17:00	Thunderstorm Wind	Wind	SOUTH DAKOTA	PERKINS	0	0	50000	70	EG		
1194200	5465666	2005	July	200507	7	2215	7/7/05 22:15	200507	7	2220	7/7/05 22:20	Thunderstorm Wind	Wind	NORTH DAKOTA	ROLETTE	0	1	0	65	EG		
1194030	5464584	2005	July	200507	13	1520	7/13/05 15:20	200507	13	1520	7/13/05 15:20	Thunderstorm Wind	Wind	PENNSYLVANIA	COLUMBIA	2	0	0	75	EG		
1195066	5463002	2005	July	200507	21	1700	7/21/05 17:00	200507	21	1700	7/21/05 17:00	Thunderstorm Wind	Wind	SOUTH DAKOTA	PERKINS	0	0	2000	61	EG		
1195034	5463824	2005	July	200507	2	1900	7/2/05 19:00	200507	2	1900	7/2/05 19:00	Thunderstorm Wind	Wind	SOUTH DAKOTA	BUTTE	0	0	2000	87	EG		
1195062	5464329	2005	July	200507	20	1825	7/20/05 18:25	200507	20	1825	7/20/05 18:25	Thunderstorm Wind	Wind	SOUTH DAKOTA	TODD	0	0	2000	70	EG		
1193876	5465007	2005	July	200507	18	1800	7/18/05 18:00	200507	18	1800	7/18/05 18:00	Thunderstorm Wind	Wind	INDIANA	SHELBY	0	0	7000	50	EG		
1194680	5463044	2005	July	200507	3	1755	7/3/05 17:55	200507	3	1807	7/3/05 18:07	Thunderstorm Wind	Wind	TEXAS	TERRELL	7	0	0	52	EG		
1194072	5464826	2005	July	200507	31	1700	7/31/05 17:00	200507	31	1700	7/31/05 17:00	Thunderstorm Wind	Wind	PENNSYLVANIA	TIOGA	1	0	0	50	EG		
1194681	5463054	2005	July	200507	4	2040	7/4/05 20:40	200507	4	2055	7/4/05 20:55	Thunderstorm Wind	Wind	TEXAS	MIDLAND	0	0	2000	52	EG		
1196286	5470292	2005	July	200507	21	1525	7/21/05 15:25	200507	21	1550	7/21/05 15:50	Thunderstorm Wind	Wind	INDIANA	ST. JOSEPH	0	0	40000	65	EG		
1196299	5470596	2005	July	200507	13	2042	7/13/05 20:42	200507	13	2042	7/13/05 20:42	Thunderstorm Wind	Wind	MONTANA	SHERIDAN	1	0	0	52	EG		
1196299	5470660	2005	July	200507	13	2005	7/13/05 20:05	200507	13	2005	7/13/05 20:05	Thunderstorm Wind	Wind	MONTANA	ROOSEVELT	0	0	26000	61	EG		
1195439	5467954	2005	July	200507	23	610	7/23/05 6:10	200507	23	610	7/23/05 6:10	Thunderstorm Wind	Wind	SOUTH DAKOTA	DAY	4	0	0	70	EG		
1194379	5465422	2005	July	200507	28	2200	7/28/05 22:00	200507	28	2200	7/28/05 22:00	Thunderstorm Wind	Wind	SOUTH CAROLINA	CHESTERFIELD	0	0	40000	65	EG		
1193947	5465453	2005	July	200507	24	2330	7/24/05 23:30	200507	24	2335	7/24/05 23:35	Thunderstorm Wind	Wind	IOWA	SIOUX	0	1	0	69	EG		
1195617	5466439	2005	July	200507	25	1330	7/25/05 13:30	200507	25	1330	7/25/05 13:30	Thunderstorm Wind	Wind	OHIO	ASHLAND	1	0	0	50	EG		
1195857	5466126	2005	July	200507	25	1955	7/25/05 19:55	200507	25	1955	7/25/05 19:55	Thunderstorm Wind	Wind	WISCONSIN	VERNON	0	0	5000	56	EG		
1195857	5466130	2005	July	200507	25	2016	7/25/05 20:16	200507	25	2016	7/25/05 20:16	Thunderstorm Wind	Wind	WISCONSIN	RICHLAND	0	0	6000	61	EG		
1191593	5455243	2005	June	200506	22	1253	6/22/05 12:53	200506	25	700	6/25/05 7:00	Wildfire	Fire	CALIFORNIA	APPLE AND YUCCA VALLEYS	2	0	0				
1191594	5455244	2005	June	200506	22	1200	6/22/05 12:00	200506	25	800	6/25/05 8:00	Wildfire	Fire	CALIFORNIA	X SW SAN BERNARDINO	2	0	0				
1192888	5458014	2005	June	200506	10	1600	6/10/05 16:00	200506	10	2100	6/10/05 21:00	Flash Flood	Flood	NEW HAMPSHIRE	GRAFTON	0	0	50000				
1192889	5458015	2005	June	200506	10	1600	6/10/05 16:00	200506	10	1900	6/10/05 19:00	Flash Flood	Flood	MAINE	OXFORD	0	0	2000				
1192890	5458016	2005	June	200506	29	1600	6/29/05 16:00	200506	29	1900	6/29/05 19:00	Flash Flood	Flood	NEW HAMPSHIRE	COOS	0	0	7000				
1191634	5455687	2005	June	200506	7	1507	6/7/05 15:07	200506	7	1800	6/7/05 18:00	Flash Flood	Flood	MISSOURI	POLK	0	0	5000				
1191312	5457089	2005	June	200506	10	905	6/10/05 9:05	200506	10	1200	6/10/05 12:00	Flash Flood	Flood	TEXAS	UPTON	0	0	1000				
1192887	5458013	2005	June	200506	9	2100	6/9/05 21:00	200506	10	100	6/10/05 1:00	Flash Flood	Flood	NEW HAMPSHIRE	GRAFTON	1	0	0				
1190287	5453471	2005	June	200506	26	145	6/26/05 1:45	200506	26	500	6/26/05 5:00	Flash Flood	Flood	IOWA	WRIGHT	0	0	10000				
1192440	5460070	2005	June	200506	7	2100	6/7/05 21:00	200506	7	2230	6/7/05 22:30	Flash Flood	Flood	MINNESOTA	WABASHA	0	0	3000				
1190287	5453390	2005	June	200506	25	2230	6/25/05 22:30	200506	26	500	6/26/05 5:00	Flash Flood	Flood	IOWA	WEBSTER	0	0	12000				
1192892	5458018	2005	June	200506	29	1515	6/29/05 15:15	200506	29	1715	6/29/05 17:15	Flash Flood	Flood	MAINE	CUMBERLAND	0	0	7000				
1190287	5453389	2005	June	200506	25	2300	6/25/05 23:00	200506	26	500	6/26/05 5:00	Flash Flood	Flood	IOWA	CALHOUN	0	0	10000				
1190287	5453472	2005	June	200506	26	330	6/26/05 3:30	200506	26	500	6/26/05 5:00	Flash Flood	Flood	IOWA	FRANKLIN	0	0	10000				
1192891	5458017	2005	June	200506	29	1400	6/29/05 14:00	200506	29	1600	6/29/05 16:00	Flash Flood	Flood	NEW HAMPSHIRE	MERRIMACK	0	0	15000				
1191952	5455383	2005	June	200506	21	1500	6/21/05 15:00	200506	21	1600	6/21/05 16:00	Flash Flood	Flood	COLORADO	EL PASO	0	2	0				
1190286	5453388	2005	June	200506	25	500	6/25/05 5:00	200506	25	1300	6/25/05 13:00	Flash Flood	Flood	IOWA	WEBSTER	0	0	11000				
1193537	5461677	2005	June	200506	3	729	6/3/05 7:29	200506	3	1029	6/3/05 10:29	Flash Flood	Flood	KANSAS	DICKINSON	0	1	0				
1193363	5462443	2005	June	200506	7	2000	6/7/05 20:00	200506	7	2315	6/7/05 23:15	Flash Flood	Flood	MINNESOTA	GOODHUE	1	1	0				
1192572	5459727	2005	June	200506	28	1815	6/28/05 18:15	200506	28	1915	6/28/05 19:15	Flash Flood	Flood	MICHIGAN	MECOSTA	0	0	4000				
1191308	5456966	2005	June	200506	16	1544	6/16/05 15:44	200506	16	1700	6/16/05 17:00	Flash Flood	Flood	NEW MEXICO	EDDY	0	0	5000				
1190294	5454724	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	HARDIN	0	0	79000				
1190294	5454725	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	HUMBOLDT	0	0	79000				
1190294	5454726	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	JASPER	0	0	79000				
1190294	5454727	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	MAHASKA	0	0	79000				
1190294	5454728	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	MARION	0	0	79000				
1190294	5454729	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	MARSHALL	0	0	79000				
1190294	5454730	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	POCAHONTAS	0	0	79000				
1190294	5454731	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	POLK	0	0	79000				
1190294	5454732	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	POWESHIEK	0	0	79000				
1190294	5454733	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	SAC	0	0	79000				
1190294	5454734	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	STORY	0	0	79000				
1190294	5454735	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	TAMA	0	0	79000				
1190294	5454736	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	WEBSTER	0	0	79000				
1190293	5454459	2005	June	200506	12	300	6/12/05 3:00	200506	15	400	6/15/05 4:00	Flood	Flood	IOWA	POCAHONTAS	0	0	3000				
1190293	5454460	2005	June	200506	12	300	6/12/05 3:00	200506	15	400	6/15/05 4:00	Flood	Flood	IOWA	SAC	0	0	3000				
1190293	5454461	2005	June	200506	12	300	6/12/05 3:00	200506	15	400	6/15/05 4:00	Flood	Flood	IOWA	WEBSTER	0	0	3000				
1190294	5454462	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	BLACK HAWK	0	0	79000				
1190293	5454458	2005	June	200506	12	300	6/12/05 3:00	200506	15	400	6/15/05 4:00	Flood	Flood	IOWA	GREENE	0	0	3000				
1190289	5453477	2005	June	200506	26	500	6/26/05 5:00	200506	27	500	6/27/05 5:00	Flood	Flood	IOWA	WEBSTER	0	1	11000				
1190288	5453473	2005	June	200506	25	600	6/25/05 6:00	200506	25	1200	6/25/05 12:00	Flood	Flood	IOWA	POCAHONTAS	0	0	6000				
1190289	5453478	2005	June	200506	26	900	6/26/05 9:00	200506	26	2200	6/26/05 22:00	Flood	Flood	IOWA	BLACK HAWK	0	0	11000				
1190289	5453479	2005	June	200506	26	900	6/26/05 9:00	200506	26	2200	6/26/05 22:00	Flood	Flood	IOWA	BUTLER	0	0	6000				
1190289	5453476	2005	June	200506	26	1500	6/26/05 15:00	200506	27	500	6/27/05 5:00	Flood	Flood	IOWA	HAMILTON	0	0	6000				
1190288	5453474	2005	June	200506	25	1300	6/25/05 13:00	200506	26	300	6/26/05 3:00	Flood	Flood	IOWA	WEBSTER	0	0	8000				
1190288	5453475	2005	June	200506	25	1500	6/25/05 15:00	200506	26	300	6/26/05 3:00	Flood	Flood	IOWA	BOONE	0	0	10000				
1190289	5453480	2005	June	200506	26	500	6/26/05 5:00	200506	26	1500	6/26/05 15:00	Flood	Flood	IOWA	FRANKLIN	0	0	6000				
1190289	5453481	2005	June	200506	26	500	6/26/05 5:00	200506	26	1400	6/26/05 14:00	Flood	Flood	IOWA	CALHOUN	0	0	6000				
1190294	5454712	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	BOONE	0	0	79000				
1190294	5454713	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	BREMER	0	0	79000				
1190294	5454714	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	BUTLER	0	0	79000				
1190294	5454715	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	CALHOUN	0	0	79000				
1190294	5454716	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	CARROLL	0	0	79000				
1190294	5454717	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	CERRO GORDO	0	0	79000				
1190294	5454718	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	DALLAS	0	0	79000				
1190294	5454719	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	FRANKLIN	0	0	79000				
1190294	5454720	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	GREENE	0	0	79000				
1190294	5454721	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	GRUNDY	0	0	79000				
1190294	5454722	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	HAMILTON	0	0	79000				
1190293	5454456	2005	June	200506	12	300	6/12/05 3:00	200506	15	400	6/15/05 4:00	Flood	Flood	IOWA	CALHOUN	0	0	3000				
1190293	5454457	2005	June	200506	12	300	6/12/05 3:00	200506	15	400	6/15/05 4:00	Flood	Flood	IOWA	CARROLL	0	0	3000				
1190294	5454723	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	HANCOCK	0	0	79000				
1190294	5454737	2005	June	200506	26	0	6/26/05 0:00	200506	30	2359	6/30/05 23:59	Flood	Flood	IOWA	WRIGHT	0	0	79000				
1192061	5455272	2005	June	200506	25	1200	6/25/05 12:00	200506	26	1700	6/26/05 17:00	Heat	Heat	PENNSYLVANIA	PHILADELPHIA	0	1	0				
1190672	5451649	2005	June	200506	23	1100	6/23/05 11:00	200506	23	2100	6/23/05 21:00	Heat	Heat	ILLINOIS	ST. CLAIR	0	1	0				
1191992	5455796	2005	June	200506	6	1100	6/6/05 11:00	200506	6	1700	6/6/05 17:00	Heat	Heat	PENNSYLVANIA	PHILADELPHIA	0	1	0				
1190672	5451647	2005	June	200506	23	1100	6/23/05 11:00	200506	30	2100	6/30/05 21:00	Heat	Heat	ILLINOIS	MADISON	0	1	0				
1190670	5451640	2005	June	200506	6	1100	6/6/05 11:00	200506	6	1100	6/6/05 11:00	Heat	Heat	MISSOURI	ST. LOUIS (C)	0	1	0				
1192357	5459272	2005	June	200506	15	1300	6/15/05 13:00	200506	15	1700	6/15/05 17:00	Heat	Heat	SOUTH CAROLINA	CHARLESTON	5	0	0				
1192062	5455277	2005	June	200506	13	900	6/13/05 9:00	200506	14	1900	6/14/05 19:00	Heat	Heat	PENNSYLVANIA	PHILADELPHIA	0	3	0				
1200894	5481191	2005	June	200506	29	1200	6/29/05 12:00	200506	29	1200	6/29/05 12:00	Heat	Heat	LOUISIANA	CADDO	0	1	0				
1200895	5481192	2005	June	200506	30	1200	6/30/05 12:00	200506	30	1200	6/30/05 12:00	Heat	Heat	LOUISIANA	CADDO	0	1	0				
1190743	5452177	2005	June	200506	16	1715	6/16/05 17:15	200506	16	1715	6/16/05 17:15	Hail	Ice / Sleet / Hail	KANSAS	JEWELL	0	0	12000	1.75			
1190743	5452178	2005	June	200506	16	1805	6/16/05 18:05	200506	16	1805	6/16/05 18:05	Hail	Ice / Sleet / Hail	KANSAS	MITCHELL	0	0	15000	2.75			
1190743	5452179	2005	June	200506	16	1820	6/16/05 18:20	200506	16	1820	6/16/05 18:20	Hail	Ice / Sleet / Hail	KANSAS	MITCHELL	0	0	12000	1.75			
1190745	5452181	2005	June	200506	27	1755	6/27/05 17:55	200506	27	1755	6/27/05 17:55	Hail	Ice / Sleet / Hail	KANSAS	ROOKS	0	0	4000	1.75			
1190741	5452100	2005	June	200506	9	1605	6/9/05 16:05	200506	9	1620	6/9/05 16:20	Hail	Ice / Sleet / Hail	KANSAS	ROOKS	0	0	1002000	1			
1190742	5452172	2005	June	200506	15	1820	6/15/05 18:20	200506	15	1820	6/15/05 18:20	Hail	Ice / Sleet / Hail	KANSAS	ROOKS	0	0	4000	1.75			
1190746	5452271	2005	June	200506	29	2305	6/29/05 23:05	200506	29	2305	6/29/05 23:05	Hail	Ice / Sleet / Hail	KANSAS	MITCHELL	0	0	4000	1.75			
1190755	5452398	2005	June	200506	27	2115	6/27/05 21:15	200506	27	2115	6/27/05 21:15	Hail	Ice / Sleet / Hail	NEBRASKA	MERRICK	0	0	15000	1.75			
1190755	5452399	2005	June	200506	27	2125	6/27/05 21:25	200506	27	2125	6/27/05 21:25	Hail	Ice / Sleet / Hail	NEBRASKA	POLK	0	0	1001000	1			
1190746	5452269	2005	June	200506	29	2230	6/29/05 22:30	200506	29	2230	6/29/05 22:30	Hail	Ice / Sleet / Hail	KANSAS	MITCHELL	0	0	4000	1.75			
1190751	5452295	2005	June	200506	9	1600	6/9/05 16:00	200506	9	1605	6/9/05 16:05	Hail	Ice / Sleet / Hail	NEBRASKA	FURNAS	0	0	4000	2			
1191471	5455217	2005	June	200506	7	1510	6/7/05 15:10	200506	7	1510	6/7/05 15:10	Hail	Ice / Sleet / Hail	SOUTH DAKOTA	MEADE	0	0	1000	1			
1192574	5457560	2005	June	200506	30	955	6/30/05 9:55	200506	30	955	6/30/05 9:55	Hail	Ice / Sleet / Hail	MICHIGAN	JACKSON	0	0	2000	0.88			
1190281	5453108	2005	June	200506	4	1820	6/4/05 18:20	200506	4	1820	6/4/05 18:20	Hail	Ice / Sleet / Hail	IOWA	RINGGOLD	0	0	4000	4.5			
1192567	5460175	2005	June	200506	5	1349	6/5/05 13:49	200506	5	1358	6/5/05 13:58	Hail	Ice / Sleet / Hail	MICHIGAN	INGHAM	0	0	4000	1.5			
1192567	5459474	2005	June	200506	5	1740	6/5/05 17:40	200506	5	1740	6/5/05 17:40	Hail	Ice / Sleet / Hail	MICHIGAN	INGHAM	0	0	7000	1			
1191321	5457504	2005	June	200506	2	2300	6/2/05 23:00	200506	2	2330	6/2/05 23:30	Hail	Ice / Sleet / Hail	TEXAS	PRESIDIO	0	0	2000	1.75			
1192574	5457554	2005	June	200506	30	710	6/30/05 7:10	200506	30	710	6/30/05 7:10	Hail	Ice / Sleet / Hail	MICHIGAN	KENT	0	0	2000	0.75			
1191310	5456970	2005	June	200506	9	1500	6/9/05 15:00	200506	9	1500	6/9/05 15:00	Hail	Ice / Sleet / Hail	TEXAS	BREWSTER	0	0	1000	1			
1192567	5460174	2005	June	200506	5	1346	6/5/05 13:46	200506	5	1353	6/5/05 13:53	Hail	Ice / Sleet / Hail	MICHIGAN	GRATIOT	0	0	2000	1			
1190745	5452187	2005	June	200506	27	2325	6/27/05 23:25	200506	27	2325	6/27/05 23:25	Hail	Ice / Sleet / Hail	KANSAS	PHILLIPS	0	0	10000	2			
1191508	5455562	2005	June	200506	28	1805	6/28/05 18:05	200506	28	1810	6/28/05 18:10	Hail	Ice / Sleet / Hail	SOUTH DAKOTA	JACKSON	0	0	1000	2.75			
1191510	5455570	2005	June	200506	28	2100	6/28/05 21:00	200506	28	2100	6/28/05 21:00	Hail	Ice / Sleet / Hail	SOUTH DAKOTA	ZIEBACH	0	0	2000	2.75			
1190281	5453110	2005	June	200506	4	1852	6/4/05 18:52	200506	4	1852	6/4/05 18:52	Hail	Ice / Sleet / Hail	IOWA	DECATUR	0	0	5000	2.75			
1190746	5452270	2005	June	200506	29	2252	6/29/05 22:52	200506	29	2252	6/29/05 22:52	Hail	Ice / Sleet / Hail	KANSAS	MITCHELL	0	0	4000	1.75			
1190749	5452275	2005	June	200506	4	1830	6/4/05 18:30	200506	4	1830	6/4/05 18:30	Hail	Ice / Sleet / Hail	NEBRASKA	YORK	0	0	27000	1.75			
1190750	5452288	2005	June	200506	6	2137	6/6/05 21:37	200506	6	2137	6/6/05 21:37	Hail	Ice / Sleet / Hail	NEBRASKA	DAWSON	0	0	3000	1.75			
1190750	5452290	2005	June	200506	6	2150	6/6/05 21:50	200506	6	2150	6/6/05 21:50	Hail	Ice / Sleet / Hail	NEBRASKA	DAWSON	0	0	2000	1.5			
1190750	5452284	2005	June	200506	6	2114	6/6/05 21:14	200506	6	2114	6/6/05 21:14	Hail	Ice / Sleet / Hail	NEBRASKA	DAWSON	0	0	7000	2.5			
1190750	5452285	2005	June	200506	6	2115	6/6/05 21:15	200506	6	2115	6/6/05 21:15	Hail	Ice / Sleet / Hail	NEBRASKA	GOSPER	0	0	3000	1			
1190750	5452291	2005	June	200506	6	2218	6/6/05 22:18	200506	6	2218	6/6/05 22:18	Hail	Ice / Sleet / Hail	NEBRASKA	DAWSON	0	0	2000	1			
1190749	5452277	2005	June	200506	4	1855	6/4/05 18:55	200506	4	1855	6/4/05 18:55	Hail	Ice / Sleet / Hail	NEBRASKA	YORK	0	0	15000	1.75			
1193431	5462965	2005	June	200506	4	2109	6/4/05 21:09	200506	4	2111	6/4/05 21:11	Hail	Ice / Sleet / Hail	IOWA	JEFFERSON	0	0	6000	1			
1193431	5462962	2005	June	200506	4	2056	6/4/05 20:56	200506	4	2056	6/4/05 20:56	Hail	Ice / Sleet / Hail	IOWA	BENTON	0	0	6000	1			
1192567	5459467	2005	June	200506	5	1645	6/5/05 16:45	200506	5	1645	6/5/05 16:45	Hail	Ice / Sleet / Hail	MICHIGAN	GRATIOT	0	0	2000	1			
1192568	5459478	2005	June	200506	8	35	6/8/05 0:35	200506	8	35	6/8/05 0:35	Hail	Ice / Sleet / Hail	MICHIGAN	KALAMAZOO	0	0	2000	1			
1192568	5459481	2005	June	200506	8	145	6/8/05 1:45	200506	8	145	6/8/05 1:45	Hail	Ice / Sleet / Hail	MICHIGAN	IONIA	0	0	2000	1			
1192567	5459475	2005	June	200506	5	1742	6/5/05 17:42	200506	5	1742	6/5/05 17:42	Hail	Ice / Sleet / Hail	MICHIGAN	EATON	0	0	2000	0.75			
1191314	5457155	2005	June	200506	6	1733	6/6/05 17:33	200506	6	1733	6/6/05 17:33	Hail	Ice / Sleet / Hail	NEW MEXICO	LEA	0	0	25000	4.5			
1192567	5460183	2005	June	200506	5	1534	6/5/05 15:34	200506	5	1603	6/5/05 16:03	Hail	Ice / Sleet / Hail	MICHIGAN	MONTCALM	0	0	4000	0.75			
1192572	5459723	2005	June	200506	28	1359	6/28/05 13:59	200506	28	1359	6/28/05 13:59	Hail	Ice / Sleet / Hail	MICHIGAN	CLARE	0	0	2000	1			
1192569	5459486	2005	June	200506	9	1905	6/9/05 19:05	200506	9	1915	6/9/05 19:15	Hail	Ice / Sleet / Hail	MICHIGAN	EATON	0	0	3000	0.75			
1192567	5460179	2005	June	200506	5	1450	6/5/05 14:50	200506	5	1453	6/5/05 14:53	Hail	Ice / Sleet / Hail	MICHIGAN	KENT	0	0	10000	1			
1192567	5460181	2005	June	200506	5	1517	6/5/05 15:17	200506	5	1520	6/5/05 15:20	Hail	Ice / Sleet / Hail	MICHIGAN	KENT	0	0	7000	0.88			
1192567	5460177	2005	June	200506	5	1423	6/5/05 14:23	200506	5	1423	6/5/05 14:23	Hail	Ice / Sleet / Hail	MICHIGAN	GRATIOT	0	0	6000	0.88			
1191321	5457505	2005	June	200506	3	0	6/3/05 0:00	200506	3	25	6/3/05 0:25	Hail	Ice / Sleet / Hail	TEXAS	PRESIDIO	0	0	5000	1.25			
1191321	5457506	2005	June	200506	3	23	6/3/05 0:23	200506	3	23	6/3/05 0:23	Hail	Ice / Sleet / Hail	TEXAS	PRESIDIO	0	0	10000	2			
1191314	5457154	2005	June	200506	6	1710	6/6/05 17:10	200506	6	1735	6/6/05 17:35	Hail	Ice / Sleet / Hail	NEW MEXICO	LEA	0	0	1200000	2.75			
1191595	5455245	2005	June	200506	1	551	6/1/05 5:51	200506	1	630	6/1/05 6:30	Debris Flow	Landslide / Avalanche	CALIFORNIA	ORANGE COUNTY COASTAL PLAIN	5	0	0				
1191372	5455100	2005	June	200506	29	1330	6/29/05 13:30	200506	29	1330	6/29/05 13:30	Lightning	Lightning	INDIANA	JOHNSON	0	0	20000				
1191955	5455386	2005	June	200506	23	1701	6/23/05 17:01	200506	23	1701	6/23/05 17:01	Lightning	Lightning	COLORADO	PUEBLO	1	0	0				
1190668	5451638	2005	June	200506	26	1500	6/26/05 15:00	200506	26	1500	6/26/05 15:00	Lightning	Lightning	MISSOURI	LEWIS	3	0	0				
1192005	5455811	2005	June	200506	6	1440	6/6/05 14:40	200506	6	1440	6/6/05 14:40	Lightning	Lightning	PENNSYLVANIA	BERKS	0	0	1000				
1190732	5452083	2005	June	200506	30	1830	6/30/05 18:30	200506	30	1830	6/30/05 18:30	Lightning	Lightning	VIRGINIA	ALBEMARLE	5	0	0				
